
 
;** AVVISO MERCE MANCANTE AL: 29/11/2008 **
;FILTRI SU SCORTA: 1/3/5/7
 
Codice;Descrizione;Imballo;N. Imballi;Giacenza;Arrivi: Data;Arrivi: Pezzi
002111;LAVOR WASH LC 1700 HS 230/50  ;A VISTA da 1 x 1    ;    -2.644,0;    -2.644
002784;SONAX BIDONE ASPI 24LT 1400W  ;A VISTA da 1 x 1    ;    -1.888,0;    -1.888
002626;SONAX BIDONE ASPI 15 LT 1000W ;A VISTA da 1 x 1    ;    -2.128,0;    -2.128
002279;COMPRESSORE SONAX 24 LT       ;A VISTA da 1 x 1    ;      -893,0;      -893
002650;GENERATORE SONAX SP.EDIT 2500 ;A VISTA da 1 x 1    ;      -327,0;      -327
002819;GENERATORE NO NAME 2400 WATTS ;A VISTA da 1 x 1    ;      -304,0;      -304
001372;B&D IDRO PW 1300 B (100 bar)  ;A VISTA da 1 x 1    ;    -1.218,0;    -1.218
002282;GENERATORE COR.SONAX NPEGG780 ;A VISTA da 1 x 1    ;      -584,0;      -584
003025;HITACHI PERCUSSIONE DV16V     ;A VISTA da 1 x 1    ;      -426,0;      -426
001149;BATTERIA URSUS 80Ah DX        ;A VISTA da 1 x 1    ;      -861,0;      -861
002856;BOSCH TRAPANO PSB 500 RE      ;A VISTA da 1 x 1    ;      -869,0;      -869
003024;URSUS COMPRESSORE 50 LT.      ;A VISTA da 1 x 1    ;      -329,0;      -329
003049;BOSCH TRAPANO PSB500RE TORCIA ;A VISTA da 1 x 1    ;      -938,0;      -938
002907;B&D IDRO PW 1300 COMPACT      ;A VISTA da 1 x 1    ;      -880,0;      -880
002147;IDRO ANNOVI REVERBERI T 120 K ;A VISTA da 1 x 1    ;      -661,0;      -661
002920;MAKITA SMERIGL 9554NB 115 mm  ;A VISTA da 1 x 1    ;      -574,0;      -574
001146;BATTERIA URSUS 45Ah DX        ;A VISTA da 1 x 1    ;      -971,0;      -971
002706;POWER AIR COMPRESSORE 24 LT   ;A VISTA da 1 x 1    ;      -400,0;      -400
002013;B&D IDRO PW 1500 WB (120 bar) ;A VISTA da 1 x 1    ;      -304,0;      -304
002283;GENERATORE COR.SONAX NPEGG2400;A VISTA da 1 x 1    ;      -114,0;      -114
002705;POWER AIR GENERATORE 2400     ;A VISTA da 1 x 1    ;      -113,0;      -113
003038;AVVITATORE A PERCUSSIONE 18V  ;A VISTA da 1 x 1    ;      -595,0;      -595
002714;LUBEX FREDDO&CALDO -20 KG.5   ;CONF. da 6 x 5      ;      -617,1;    -3.703
002923;CENERELLO 18L MOTOR 600W      ;A VISTA da 1 x 1    ;      -608,0;      -608
002887;SONAX BORSA CON PRODOTTI      ;A VISTA da 1 x 1    ;    -2.452,0;    -2.452
000420;LUBEX UNIFIED+ 15W40 LT.5     ;CONF. da 6 x 5      ;      -269,8;    -1.619
002890;MICHELIN TOOL CHEST MTC 3     ;A VISTA da 1 x 1    ;      -152,0;      -152
001586;SONAX LAVAVETRI -10 LT.5      ;CONF. da 4 x 5      ;    -1.444,7;    -5.779
002291;SONAX KIT 5 ACCESSORI ARIA    ;CONF. da 10 x 1     ;       -84,7;      -847
002676;SONAX MINICOMPRESSORE 250 PSI ;A VISTA da 1 x 1    ;    -1.441,0;    -1.441
002812;SALDATRICE ONDULIX 80 INVERTER;A VISTA da 1 x 1    ;      -131,0;      -131
003083;KIT 5 PEZZI PER COMPRESSORE   ;A VISTA da 1 x 1    ;      -700,0;      -700
002399;MICHELIN GUANTI HOMBURG       ;A VISTA da 1 x 1    ;    -4.681,0;    -4.681
000652;POLLICIONE OLIO 15W40 LT.4    ;CONF. da 6 x 4      ;      -181,3;    -1.088
002504;BOSCH CARICABATTERIE BC 8     ;CONF. da 20 x 1     ;       -17,6;      -353
002757;AVVOLGICAVO DA MANUTENZIONE   ;A VISTA da 1 x 1    ;      -646,0;      -646
003020;SMERIGL 115mm CON VALIGETTA   ;A VISTA da 1 x 1    ;      -457,0;      -457
002734;SOLLEVATORE IDRAULICO 2000KG  ;A VISTA da 1 x 1    ;      -531,0;      -531
002069;BLAUPUNKT AMPLIF.GTA 4  MKII  ;A VISTA da 1 x 1    ;       -78,0;       -78
003072;HITACHI AVV DS14DVF3 14,4 2B+T;A VISTA da 1 x 1    ;       -49,0;       -49
002951;B&D IDRO PW 1700 SPM (130 bar);A VISTA da 1 x 1    ;       -73,0;       -73
002608;TRANSPALLET IDRAULICO MANUALE ;A VISTA da 1 x 1    ;       -38,0;       -38
002324;COMPRESSORE SONAX 6 LT        ;A VISTA da 1 x 1    ;       -98,0;       -98
002665;COMPRESSORE MASTER KIT 24 LT  ;A VISTA da 1 x 1    ;       -63,0;       -63
002507;BOSCH CARICABATTERIE BC 4     ;CONF. da 10 x 1     ;       -32,6;      -326
002073;B&D IDRO PW 1400 K (110 bar)  ;A VISTA da 1 x 1    ;      -118,0;      -118
003026;URSUS TAPPETO GOMMA/MOQUETTE  ;A VISTA da 1 x 1    ;      -580,0;      -580
002432;AVVIATORE JUMP STARTER LBX    ;A VISTA da 1 x 1    ;      -146,0;      -146
002888;SOLLEVATORE PER MOTOCICLI     ;A VISTA da 1 x 1    ;       -65,0;       -65
002855;BOSCH AVVITATORE PSR960       ;A VISTA da 1 x 2.6  ;       -99,0;       -99
002546;BATTERIA MV+ 45               ;A VISTA da 1 x 1    ;      -162,0;      -162
002852;BOSCH SET X-50 TITANIUM       ;A VISTA da 1 x 1    ;      -296,0;      -296
003027;URSUS TAPPETO GOMMA           ;A VISTA da 1 x 1    ;      -500,0;      -500
002411;MICHELIN SCARPE PILOT BLU -41 ;A VISTA da 1 x 1    ;      -102,0;      -102
003039;IDRO CARRELLATA DUC 130       ;A VISTA da 1 x 1    ;      -110,0;      -110
002693;SONAX CAVI BAT. TUV 10 mm2    ;A VISTA da 1 x 1    ;      -429,0;      -429
003048;TRAPANO ELETTRICO 500W        ;A VISTA da 1 x 1    ;      -320,0;      -320
002987;SOFFIATORE A BENZINA BLS31    ;A VISTA da 1 x 1    ;       -38,0;       -38
002842;JUMP STARTER THOR 150         ;A VISTA da 1 x 1    ;       -65,0;       -65
002328;GOODYEAR N.6 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;      -124,0;      -124
002744;ALZA SEGGIOLINO OMOL.(15-36kg);A VISTA da 1 x 1    ;      -314,0;      -314
002737;LAVOR SPAZZATRICE PROF.SWP 650;A VISTA da 1 x 1    ;       -71,0;       -71
002814;BOSCH SET X-30 TITANIUM       ;A VISTA da 1 x 1    ;      -358,0;      -358
001176;BATTERIA URSUS 60Ah SX        ;A VISTA da 1 x 1    ;       -75,0;       -75
001373;B&D IDRO PW 1700 WB (130 bar) ;A VISTA da 1 x 1    ;       -31,0;       -31
002622;COMPRESSORE BOXY REVOLUTION   ;A VISTA da 1 x 1    ;       -56,0;       -56
003022;VALIGETTA PORTAUTENSILI       ;A VISTA da 1 x 1    ;      -595,0;      -595
002525;MICHELIN SCARPA 4X4 ALTA TG.44;A VISTA da 1 x 1    ;       -70,0;       -70
002329;GOODYEAR N.8 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;       -95,0;       -95
002326;GOODYEAR N.5 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;       -95,0;       -95
002330;GOODYEAR N.10 CATENE NEVE (C) ;A VISTA da 1 x 1    ;       -92,0;       -92
002522;MICHELIN SCARPA 4X4 ALTA TG.41;A VISTA da 1 x 1    ;       -97,0;       -97
000314;BLAUPUNKT SUBWOOFER GTB 1200  ;A VISTA da 1 x 1    ;       -42,0;       -42
002695;SONAX CAVI BAT.TUV 16 mm2     ;A VISTA da 1 x 1    ;      -199,0;      -199
002327;GOODYEAR N.7 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;       -90,0;       -90
002709;LAFAYETTE ALLARME TVCC LB-400 ;CONF. da 5 x 1      ;       -11,2;       -56
002694;SONAX CAVI BAT. TUV 25 mm2    ;A VISTA da 1 x 1    ;      -118,0;      -118
002777;BOSCH CACCIAVITE A CRICCHETTO ;CONF. da 10 x 1     ;       -44,7;      -447
002949;MOBILE RESINA BASSO           ;A VISTA da 1 x 1    ;       -94,0;       -94
002704;SONAX BOXY REVOLUTION         ;A VISTA da 1 x 1    ;       -43,0;       -43
002409;MICHELIN SCARPE PILOT BLU -39 ;A VISTA da 1 x 1    ;       -63,0;       -63
000546;TOTAL QUARTZ 7000 BENZINA LT.4;CONF. da 6 x 4      ;       -22,3;      -134
002775;SALDATRICE ELETTRODI ARC 1000 ;A VISTA da 1 x 1    ;       -55,0;       -55
