
 
;** AVVISO MERCE MANCANTE AL: 18/12/2008 **
;FILTRI SU SCORTA: 1/3/5/7
 
Codice;Descrizione;Imballo;N. Imballi;Giacenza;Arrivi: Data;Arrivi: Pezzi
002279;COMPRESSORE SONAX 24 LT       ;A VISTA da 1 x 1    ;    -2.247,0;    -2.247
002282;GENERATORE COR.SONAX NPEGG780 ;A VISTA da 1 x 1    ;    -1.153,0;    -1.153
002650;GENERATORE SONAX SP.EDIT 2500 ;A VISTA da 1 x 1    ;      -477,0;      -477
002281;COMPRESSORE SONAX ARIA DIRETTO;A VISTA da 1 x 1    ;    -1.460,0;    -1.460
002800;BOSCH IXO AVVITATORE          ;A VISTA da 1 x 1    ;    -1.607,0;    -1.607
002947;MOBILE RESINA ALTO TUTTOPIANI ;A VISTA da 1 x 1    ;    -1.149,0;    -1.149
002819;GENERATORE NO NAME 2400 WATTS ;A VISTA da 1 x 1    ;      -296,0;      -296
003102;BOSCH TOSAERBA COMBITRIM ART23;A VISTA da 1 x 1    ;    -1.200,0;    -1.200
002948;MOBILE RESINA PORTASCOPE      ;A VISTA da 1 x 1    ;    -1.053,0;    -1.053
001586;SONAX LAVAVETRI -10 LT.5      ;CONF. da 4 x 5      ;    -3.819,2;   -15.277
001372;B&D IDRO PW 1300 B (100 bar)  ;A VISTA da 1 x 1    ;    -1.034,0;    -1.034
002923;CENERELLO 18L MOTOR 600W      ;A VISTA da 1 x 1    ;    -1.464,0;    -1.464
002856;BOSCH TRAPANO PSB 500 RE      ;A VISTA da 1 x 1    ;      -883,0;      -883
002626;SONAX BIDONE ASPI 15 LT 1000W ;A VISTA da 1 x 1    ;    -1.139,0;    -1.139
002665;COMPRESSORE MASTER KIT 24 LT  ;A VISTA da 1 x 1    ;      -375,0;      -375
002734;SOLLEVATORE IDRAULICO 2000KG  ;A VISTA da 1 x 1    ;    -2.172,0;    -2.172
003049;BOSCH TRAPANO PSB500RE TORCIA ;A VISTA da 1 x 1    ;      -877,0;      -877
002820;B&D IDRO PW 1400 PLUS(120 bar);A VISTA da 1 x 1    ;      -500,0;      -500
002147;IDRO ANNOVI REVERBERI T 120 K ;A VISTA da 1 x 1    ;      -694,0;      -694
000439;LUBEX MULTIGRADE 15W40 LT.10  ;LATTA da 1 x 10     ;    -1.700,0;    -1.700
002667;BATTERIA SONAX 80+6=86AH DX   ;A VISTA da 1 x 1    ;      -547,0;      -547
002504;BOSCH CARICABATTERIE BC 8     ;CONF. da 20 x 1     ;       -56,1;    -1.122
002507;BOSCH CARICABATTERIE BC 4     ;CONF. da 10 x 1     ;      -155,0;    -1.550
002752;LAVOR POMPA ASPIRA OLIO E LIQ.;A VISTA da 1 x 1    ;    -1.075,0;    -1.075
002013;B&D IDRO PW 1500 WB (120 bar) ;A VISTA da 1 x 1    ;      -401,0;      -401
002706;POWER AIR COMPRESSORE 24 LT   ;A VISTA da 1 x 1    ;      -399,0;      -399
000421;LUBEX EVO BENZINA 15W40 LT.4  ;CONF. da 6 x 4      ;      -532,6;    -3.196
002784;SONAX BIDONE ASPI 24LT 1400W  ;A VISTA da 1 x 1    ;      -520,0;      -520
001314;BOSCH 2 LAMP H7 PLUS 50 EX  4f;CONF. da 10 x 1     ;      -185,1;    -1.851
002509;BOSCH CARICABATTERIE BC 6E    ;CONF. da 10 x 1     ;       -69,7;      -697
002812;SALDATRICE ONDULIX 80 INVERTER;A VISTA da 1 x 1    ;      -287,0;      -287
002693;SONAX CAVI BAT. TUV 10 mm2    ;A VISTA da 1 x 1    ;    -2.759,0;    -2.759
002324;COMPRESSORE SONAX 6 LT        ;A VISTA da 1 x 1    ;      -397,0;      -397
002775;SALDATRICE ELETTRODI ARC 1000 ;A VISTA da 1 x 1    ;      -557,0;      -557
002907;B&D IDRO PW 1300 COMPACT      ;A VISTA da 1 x 1    ;      -576,0;      -576
003024;URSUS COMPRESSORE 50 LT.      ;A VISTA da 1 x 1    ;      -190,0;      -190
002608;TRANSPALLET IDRAULICO MANUALE ;A VISTA da 1 x 1    ;      -120,0;      -120
002527;LUBEX TOP SCOOTER 2T LT.1     ;CONF. da 15 x 1     ;      -660,1;    -9.902
003025;HITACHI PERCUSSIONE DV16V     ;A VISTA da 1 x 1    ;      -210,0;      -210
002546;BATTERIA MV+ 45               ;A VISTA da 1 x 1    ;      -619,0;      -619
000426;LUBEX EVO BENZINA 15W40 LT.1  ;CONF. da 15 x 1     ;      -538,8;    -8.082
002705;POWER AIR GENERATORE 2400     ;A VISTA da 1 x 1    ;      -100,0;      -100
000420;LUBEX UNIFIED+ 15W40 LT.5     ;CONF. da 6 x 5      ;      -283,6;    -1.702
002951;B&D IDRO PW 1700 SPM (130 bar);A VISTA da 1 x 1    ;      -153,0;      -153
001176;BATTERIA URSUS 60Ah SX        ;A VISTA da 1 x 1    ;      -330,0;      -330
003119;BATTERIA LIQUIMOLY 80 AH DX   ;A VISTA da 1 x 1    ;      -250,0;      -250
002073;B&D IDRO PW 1400 K (110 bar)  ;A VISTA da 1 x 1    ;      -240,0;      -240
002949;MOBILE RESINA BASSO           ;A VISTA da 1 x 1    ;      -455,0;      -455
003042;COPPIA DI CAVALLETTI 2000 KG  ;A VISTA da 1 x 1    ;    -1.056,0;    -1.056
003083;KIT 5 PEZZI PER COMPRESSORE   ;A VISTA da 1 x 1    ;      -700,0;      -700
002269;CASTROL GTX 15W40 A3/B3 LT.4  ;CONF. da 4 x 4      ;      -156,7;      -627
003118;BATTERIA LIQUIMOLY 60 AH DX   ;A VISTA da 1 x 1    ;      -273,0;      -273
003117;BATTERIA LIQUIMOLY 55 AH DX   ;A VISTA da 1 x 1    ;      -310,0;      -310
002887;SONAX BORSA CON PRODOTTI      ;A VISTA da 1 x 1    ;    -1.556,0;    -1.556
003116;BATTERIA LIQUIMOLY 45 AH DX   ;A VISTA da 1 x 1    ;      -396,0;      -396
001631;PHILIPS 1 LAMP H7 PREMIUM     ;CONF. da 10 x 1     ;      -477,9;    -4.779
002432;AVVIATORE JUMP STARTER LBX    ;A VISTA da 1 x 1    ;      -271,0;      -271
002676;SONAX MINICOMPRESSORE 250 PSI ;A VISTA da 1 x 1    ;    -1.229,0;    -1.229
002737;LAVOR SPAZZATRICE PROF.SWP 650;A VISTA da 1 x 1    ;      -205,0;      -205
002814;BOSCH SET X-30 TITANIUM       ;A VISTA da 1 x 1    ;      -994,0;      -994
002659;LUBEX POWER 2T LT.1           ;CONF. da 15 x 1     ;      -287,0;    -4.305
002698;CARRELLO MANUALE PIATT.150 KG ;A VISTA da 1 x 1    ;      -450,0;      -450
000427;LUBEX EVO TURBODIES.15W40 LT.1;CONF. da 15 x 1     ;      -259,8;    -3.897
001137;BATTERIA POLLICIONE 50AH DX   ;A VISTA da 1 x 1    ;      -282,0;      -282
003100;SLIME SIGIL AUTO ML.473+ COMPR;A VISTA da 1 x 1    ;      -420,0;      -420
002694;SONAX CAVI BAT. TUV 25 mm2    ;A VISTA da 1 x 1    ;      -376,0;      -376
003088;KIT 6 PEZZI PER COMPRESSORE   ;A VISTA da 1 x 1    ;      -330,0;      -330
003093;SKIL TRAPANO AVV.12V 1 BATT   ;A VISTA da 1 x 1    ;      -304,0;      -304
002838;LAMPADA MECCANICO + 2 LAMP    ;A VISTA da 1 x 1    ;      -739,0;      -739
003106;SKIL ASPIRATORE AUTO 3,6V     ;A VISTA da 1 x 1    ;      -290,0;      -290
001758;BOSCH 1 LAMP H7 PLUS 10 DAY 4e;CONF. da 20 x 1     ;       -56,0;    -1.121
002069;BLAUPUNKT AMPLIF.GTA 4  MKII  ;A VISTA da 1 x 1    ;       -78,0;       -78
003019;MAKITA SMERIGL. GA9020 230 MM ;A VISTA da 1 x 1    ;       -61,0;       -61
000141;CASTROL SLX LONGLIFE 3 LT.1   ;CONF. da 12 x 1     ;       -77,5;      -931
003098;SLIME SIGILLANTE MOTO ML.237  ;A VISTA da 1 x 1    ;      -294,0;      -294
000436;LUBEX TOP SCOOTER 4T LT.1     ;CONF. da 15 x 1     ;      -217,0;    -3.256
002888;SOLLEVATORE PER MOTOCICLI     ;A VISTA da 1 x 1    ;       -85,0;       -85
002709;LAFAYETTE ALLARME TVCC LB-400 ;CONF. da 5 x 1      ;       -29,6;      -148
002853;BOSCH SEGHETTO ALERNAT PST 650;A VISTA da 1 x 1    ;      -170,0;      -170
002291;SONAX KIT 5 ACCESSORI ARIA    ;CONF. da 10 x 1     ;       -41,6;      -416
002325;GOODYEAR N.9 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;      -225,0;      -225
003038;AVVITATORE A PERCUSSIONE 18V  ;A VISTA da 1 x 1    ;      -230,0;      -230
003112;VARTA 4 BATT.HIGH ENERGY AA   ;CONF. da 20 x 1     ;      -189,0;    -3.780
003120;BATTERIA LIQUIMOLY 100 AH DX  ;A VISTA da 1 x 1    ;      -100,0;      -100
002857;BOSCH EASYTRIM ART 23         ;A VISTA da 1 x 1    ;      -239,0;      -239
002328;GOODYEAR N.6 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;      -200,0;      -200
002777;BOSCH CACCIAVITE A CRICCHETTO ;CONF. da 10 x 1     ;      -100,3;    -1.003
002326;GOODYEAR N.5 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;      -191,0;      -191
002980;BOSCH LEVIGATRICE PALM PSM80A ;A VISTA da 1 x 1    ;      -123,0;      -123
002545;BATTERIA MV+ 100              ;A VISTA da 1 x 1    ;       -96,0;       -96
001073;BOSCH CAR.BATTERIE BATTMAX 4  ;CONF. da 10 x 1     ;       -36,7;      -367
003114;TANICA FERRO 20 LT            ;A VISTA da 1 x 1    ;      -294,0;      -294
002735;LAFAYETTE KIT SORVEGLIAN MB-62;A VISTA da 1 x 1    ;       -91,0;       -91
002994;LASERTYRE MANOMETRO UNIVERSALE;CONF. da 12 x 1     ;       -56,0;      -672
002327;GOODYEAR N.7 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;      -180,0;      -180
001413;AGIP DIESEL 4 LT.0,250        ;CONF. da 24 x 0,250 ;       -60,4;    -1.450
001412;AGIP ADDIT.COMMON RAIL LT.0,25;CONF. da 24 x 0,250 ;       -60,1;    -1.443
002833;GENERATORE SILENT 1000 WATTS  ;A VISTA da 1 x 1    ;       -21,0;       -21
002622;COMPRESSORE BOXY REVOLUTION   ;A VISTA da 1 x 1    ;       -95,0;       -95
002695;SONAX CAVI BAT.TUV 16 mm2     ;A VISTA da 1 x 1    ;      -380,0;      -380
002399;MICHELIN GUANTI HOMBURG       ;A VISTA da 1 x 1    ;    -2.237,0;    -2.237
002330;GOODYEAR N.10 CATENE NEVE (C) ;A VISTA da 1 x 1    ;      -170,0;      -170
003096;SKIL SMERIGLIATRICE ANG.115MM ;A VISTA da 1 x 1    ;      -200,0;      -200
001423;AGIP RIPARA GONFIAGOMME LT.0,3;CONF. da 24 x 0,300 ;       -61,0;    -1.465
001416;AGIP PULITORE LT.0,25         ;CONF. da 24 x 0,250 ;       -48,2;    -1.158
003039;IDRO CARRELLATA DUC 130       ;A VISTA da 1 x 1    ;      -110,0;      -110
000434;LUBEX ULTRA SYNT 10W40 LT.1   ;CONF. da 15 x 1     ;      -110,5;    -1.658
003070;URSUS REFIL 2 PEZZI 60 CM     ;A VISTA da 1 x 1    ;    -3.770,0;    -3.770
002954;URSUS 1 SPAZZOLA 60           ;CONF. da 50 x 1     ;       -58,8;    -2.942
002987;SOFFIATORE A BENZINA BLS31    ;A VISTA da 1 x 1    ;       -40,0;       -40
002329;GOODYEAR N.8 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;      -128,0;      -128
002955;URSUS 1 SPAZZOLA 58           ;CONF. da 50 x 1     ;       -30,1;    -1.508
002842;JUMP STARTER THOR 150         ;A VISTA da 1 x 1    ;       -65,0;       -65
003110;DREMEL VERSA FLAME            ;A VISTA da 1 x 2    ;      -100,0;      -100
002956;URSUS 1 SPAZZOLA 55           ;CONF. da 50 x 1     ;       -54,7;    -2.735
003109;BOSCH LIVELLA LASER PLL5      ;A VISTA da 1 x 1    ;      -100,0;      -100
002637;CASTROL EDGE 5W30 LT.208      ;FUSTO da 1 x 208    ;        -2,0;        -2
000425;LUBEX ULTRA SYNT 10W40 LT.4   ;CONF. da 6 x 4      ;       -62,6;      -376
003022;VALIGETTA PORTAUTENSILI       ;A VISTA da 1 x 1    ;      -665,0;      -665
002332;GOODYEAR N.4 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;      -108,0;      -108
002331;GOODYEAR N.11 CATENE NEVE (C) ;A VISTA da 1 x 1    ;      -108,0;      -108
002958;URSUS 1 SPAZZOLA 51           ;CONF. da 50 x 1     ;       -47,1;    -2.356
002890;MICHELIN TOOL CHEST MTC 3     ;A VISTA da 1 x 1    ;       -29,0;       -29
002959;URSUS 1 SPAZZOLA 48           ;CONF. da 50 x 1     ;       -45,2;    -2.263
002539;BATTERIA MV+ 40               ;A VISTA da 1 x 1    ;      -110,0;      -110
002525;MICHELIN SCARPA 4X4 ALTA TG.44;A VISTA da 1 x 1    ;       -73,0;       -73
002411;MICHELIN SCARPE PILOT BLU -41 ;A VISTA da 1 x 1    ;       -71,0;       -71
001297;BOSCH 2 SPAZZOLE AR728S       ;CONF. da 5 x 1      ;       -45,0;      -225
002537;SONAX SUPER-PULITORE LT.0,500 ;CONF. da 6 x 0.5    ;      -254,3;    -1.526
002544;BATTERIA MV+ 80               ;A VISTA da 1 x 1    ;       -66,0;       -66
003020;SMERIGL 115mm CON VALIGETTA   ;A VISTA da 1 x 1    ;      -146,0;      -146
002960;URSUS 1 SPAZZOLA 45           ;CONF. da 50 x 1     ;       -42,8;    -2.143
000362;LUBEX CATENE MOTOSEGHE LT.5   ;CONF. da 6 x 5      ;       -70,5;      -423
001062;BOSCH 1 SPAZZOLA 650U         ;CONF. da 5 x 1      ;       -75,8;      -379
003113;ARGANO ELETTRICO 350W         ;A VISTA da 1 x 1    ;       -52,0;       -52
002810;VASCA PORTABAGAGLI            ;A VISTA da 1 x 1    ;      -675,0;      -675
001925;BOSCH 2 SPAZZOLE AR989S       ;CONF. da 5 x 1      ;       -39,4;      -197
002333;GOODYEAR N.3 CATENE NEVE (C)  ;A VISTA da 1 x 1    ;       -89,0;       -89
000314;BLAUPUNKT SUBWOOFER GTB 1200  ;A VISTA da 1 x 1    ;       -41,0;       -41
000135;CASTROL SLX LONGLIFE 4 LT.1   ;CONF. da 12 x 1     ;       -25,9;      -311
002522;MICHELIN SCARPA 4X4 ALTA TG.41;A VISTA da 1 x 1    ;       -91,0;       -91
003023;POWER AIR BIDONE 15 LT        ;A VISTA da 1 x 1    ;       -80,0;       -80
