;** RIFORNIMENTI DA DEPOSITI AL: 29/11/2017 **
 
Codice;Descrizione;Q.ta rifornimento;in arrivo LBX (PZ);da TRI;(in pallet);in arrivo (PZ);da PAR;(in pallet);in arrivo (PZ);da CAS;(in pallet);in arrivo (PZ);Mancante
015360;MOMO 2 PZ MICROFIB E PANNO VET;        580;         0;         0;         1;         0;         0;         1;         0;       580;         1;         0;          0
015349;MOMO 4 TAPP.  PVC - CM009BG   ;        125;         0;         0;         1;         0;         0;         1;         0;       125;         1;         0;          0
010294;TEXACO STARLEX EP 2 KG.180    ;         26;         8;        12;         3;         0;         0;         1;         0;         0;         1;         0;          6
009701;TEXACO MEROPA  460 LT. 20     ;          3;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          1
010299;TEXACO URSA TD 15W40 LT. 208  ;         28;         0;        28;         7;         0;         0;         1;         0;         0;         1;         0;          0
015350;MOMO 4 TAPP. MOQUE - CM008BG  ;         91;         0;         0;         7;         0;         0;         1;         0;        91;         1;     3.400;          0
010053;CASTROL SYNTRAX UNI PLUS LT208;         30;        64;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
015330;MOMO C/VOLANTE 014 NERO/ROSS0 ;        174;         0;         0;         1;         0;         0;         1;         0;       174;         1;         0;          0
015354;MOMO C/AUTO TAG. XL - CC3LXL  ;         46;         0;         0;         1;         0;         0;         1;         0;        46;         1;         0;          0
010106;TEXACO URSA HEV DU 10W LT.20  ;          3;         0;         3;         1;         0;         0;         1;         0;         0;         1;         0;          0
013234;TEBOIL ROLL UP 200X100        ;          4;         0;         4;         1;         0;         0;         1;         0;         0;         1;         0;          0
015357;MOMO CAR CARE KIT 4 PEZZI     ;         66;         0;         0;         1;         0;         0;         1;         0;        66;         1;         0;          0
013052;TEXACO HAV XLC CONCENT LT. 208;         25;         0;        25;         7;         0;         0;         1;         0;         0;         1;         0;          0
008037;CEPSA ATF AVANT DIII LT.1     ;        330;         0;       144;         1;         0;         0;         1;         0;         0;         1;         0;        186
009888;CEPSA XTAR 5W30 C1 DPF LT.1   ;        245;         0;       245;         1;         0;         0;         1;         0;         0;         1;         0;          0
015373;MOMO PELLE SCAMOSCIATA 36X24  ;        470;         0;         0;         1;         0;         0;         1;         0;       470;         1;         0;          0
008988;TEXACO URSA LE 10W30 LT.20    ;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
009934;CEPSA XTAR 5W30 C4 DPF LT.208 ;         50;         0;        50;        13;         0;         0;         1;         0;         0;         1;         0;          0
015412;MOMO PANNO MICROFIBRA WAFFLE  ;      1.145;         0;         0;        13;         0;         0;         1;         0;     1.125;         2;         0;         20
015365;MOMO KNOBBY WASH              ;        460;         0;         0;        13;         0;         0;         1;         0;       460;         1;         0;          0
009030;TEXACO COMPR EP VDL  68 LT.208;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
015335;MOMO C/SEDILE MONZA - SCUUMBG ;        119;         0;         0;         1;         0;         0;         1;         0;       119;         1;         0;          0
008897;TEXACO RANDO HD  22 LT.20     ;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
010300;TEXACO URSA TD 15W40 LT.1000  ;          2;         0;         2;         2;         0;         0;         1;         0;         0;         1;         0;          0
008793;TEXACO TECHRON D  CONC ML350  ;        146;         0;        72;         1;         0;         0;         1;         0;         0;         1;         0;         74
010148;BULK TANICA ROSSA LT. 20      ;         45;         0;        45;         3;         0;         0;         1;         0;         0;         1;         0;          0
015368;MOMO SPUGNA MICROFIBRA 2 IN 1 ;        500;         0;         0;         3;         0;         0;         1;         0;       500;         1;         0;          0
015367;MOMO GUANTO DI LAVAGGIO 2 IN 1;        500;         0;         0;         3;         0;         0;         1;         0;       500;         1;         0;          0
015331;MOMO C/VOLANTE 010 - SWC010BR ;        266;         0;         0;         3;         0;         0;         1;         0;       266;         1;         0;          0
015366;MOMO GUANTO MICROFIBRA DI PULI;        460;         0;         0;         3;         0;         0;         1;         0;       460;         1;         0;          0
009698;TAMOIL 100% SINT 5W30 B-D LT10;        196;       780;       196;         3;         0;         0;         1;         0;         0;         1;         0;          0
015372;MOMO PANNO MICROFIBRA 2 IN 1  ;        460;         0;         0;         3;         0;         0;         1;         0;       460;         1;         0;          0
014652;TEXACO HAV PRODS V 5W30 LT.20 ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
010290;TEXACO CAPELLA WF 68 LT.208   ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
014498;PRISTA ULTRA PLUS 5W40 LT.20  ;          1;         4;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
014656;TEXACO HAV PRODS M 5W30 LT.20 ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
015369;MOMO RETE PULISCE INSETTI     ;        460;         0;         0;         1;         0;         0;         1;         0;       460;         1;         0;          0
015363;MOMO GUANTO DETTAGLIO MITT    ;        460;         0;         0;         1;         0;         0;         1;         0;       460;         1;         0;          0
015362;MOMO PANNO CAMOSCIO           ;        480;         0;         0;         1;         0;         0;         1;         0;       480;         1;         0;          0
008964;TEXACO HDAX 7200 LT.1000      ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008718;TEXACO HAV XLC CONCENT LT. 210;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008732;TEXACO GEAR EP-C 85W140 LT.208;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
015361;MOMO 3 PZ  PANNO MICROFIBRA   ;        460;         0;         0;         1;         0;         0;         1;         0;       460;         1;         0;          0
010302;TEXACO URSA FE 5W30 LT.208    ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
009442;SYNECO MULTIRANGE 5W30 LT.200 ;         10;        32;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
016044;SPARCO BATTERIA KK100         ;          9;         0;         9;         1;         0;         0;         1;         0;         0;         1;         0;          0
015371;MOMO PANNO 3 PEZZI            ;        380;         0;         0;         1;         0;         0;         1;         0;       380;         1;         0;          0
016042;SPARCO BATTERIA KK85          ;         11;         0;        11;         1;         0;         0;         1;         0;         0;         1;         0;          0
015364;MOMO MICROFIBRA DUPLICE SCOPO ;        414;         0;         0;         1;         0;         0;         1;         0;       414;         1;         0;          0
014135;TEXACO TEXTRAN 1000 THF LT.208;          9;         0;         9;         3;         0;         0;         1;         0;         0;         1;         0;          0
015101;ULTRAX BATTERIA 60 L2         ;         19;     3.456;        19;         1;       180;         0;         1;         0;         0;         1;         0;          0
015347;MOMO CAR ORGANIZER - CO001    ;         90;         0;         0;         1;         0;         0;         1;         0;        90;         1;         0;          0
015370;MOMO SPUGNA                   ;        460;         0;         0;         1;         0;         0;         1;         0;       460;         1;         0;          0
008717;TEXACO REGAL EP  46 LT.208    ;         12;         0;        12;         3;         0;         0;         1;         0;         0;         1;         0;          0
015105;ULTRAX BATTERIA 100 L5        ;         10;     2.724;        10;         1;         0;         0;         1;         0;         0;         1;         0;          0
009889;VALVOLINE DURABL 10W40 LT.208 ;         90;         0;        90;        23;         0;         0;         1;         0;         0;         1;         0;          0
010297;TEXACO URSA TD 10W40 LT.208   ;          8;         0;         8;         2;         0;         0;         1;         0;         0;         1;         0;          0
015348;MOMO 4 TAPP. BR - CM016BR     ;         86;         0;         0;         2;         0;         0;         1;         0;        86;         1;         0;          0
008769;TEXACO HAV ULTRA S 5W30 LT.  5;          6;         0;         6;         1;         0;         0;         1;         0;         0;         1;         0;          0
016040;SPARCO BATTERIA KK72          ;         11;         0;        11;         1;         0;         0;         1;         0;         0;         1;         0;          0
015102;ULTRAX BATTERIA 70 L3         ;         14;     4.473;        14;         1;         0;         0;         1;         0;         0;         1;         0;          0
015100;ULTRAX BATTERIA 50 L1         ;         17;     4.176;        17;         1;       360;         0;         1;         0;         0;         1;         0;          0
016038;SPARCO BATTERIA KK62          ;         12;         0;        12;         1;         0;         0;         1;         0;         0;         1;         0;          0
006858;CEPSA HIDRAULICO HM 46 LT.5   ;         25;         0;         4;         1;         0;         0;         1;         0;         0;         1;         0;         21
008846;TEXACO COMPR EP VDL  68 LT.20 ;          6;         0;         6;         1;         0;         0;         1;         0;         0;         1;         0;          0
015103;ULTRAX BATTERIA 74 L3         ;          9;     2.040;         9;         1;       408;         0;         1;         0;         0;         1;         0;          0
008989;TEXACO URSA X 10W40 LT.20     ;          5;         0;         5;         1;         0;         0;         1;         0;         0;         1;         0;          0
009441;TEXACO WAY LUBRI X  68 LT.20  ;          5;         0;         5;         1;         0;         0;         1;         0;         0;         1;         0;          0
008794;TEXACO MOTOR OIL 10W40 LT.1000;        -48;         0;       -48;       -48;         0;         0;         1;         0;         0;         1;         0;          0
008436;CEPSA TR. EP 80W90 LT.1       ;         66;         0;        66;         1;         0;         0;         1;         0;         0;         1;         0;          0
015099;ULTRAX BATTERIA 44 L1         ;         12;       960;        12;         1;         0;         0;         1;         0;         0;         1;         0;          0
014663;TEXACO HAV ULTRA S 5W40 LT.4  ;         18;         0;        18;         1;         0;         0;         1;         0;         0;         1;         0;          0
008957;TEXACO HAV ULTRA V 5W30 LT208 ;          3;         0;         3;         1;         0;         0;         1;         0;         0;         1;         0;          0
016046;SPARCO BATTERIA KK221         ;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
014324;LUBEX 1 COPRIS ITALIA TRAP G. ;         68;         0;        68;         1;         0;         0;         1;         0;         0;         1;         0;          0
009041;TEXACO TEXCLAD 2 KG.18        ;          4;         0;         4;         1;         0;         0;         1;         0;         0;         1;         0;          0
009171;CEPSA MOTO 4T R.66 10W50 LT.4 ;         60;         0;        60;         1;         0;         0;         1;         0;         0;         1;         0;          0
008845;TEXACO COMPR EP VDL  46 LT.20 ;          4;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          2
008755;TEXACO MEROPA  320 LT. 208    ;          4;         0;         4;         1;         0;         0;         1;         0;         0;         1;         0;          0
009961;CEPSA AVANT 5W40 SYNT LT 1    ;         47;         0;        47;         1;         0;         0;         1;         0;         0;         1;         0;          0
008747;TEXACO HAV MULTI-V ATF LT.1   ;         10;         0;        10;         1;         0;         0;         1;         0;         0;         1;         0;          0
008896;TEXACO RANDO HD 150 LT.208    ;          3;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          2
016047;SPARCO TUTA MECHANIC NR S     ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
009728;TAMOIL TAMLITH EX BLU 2 KG.0,5;         39;         0;        39;         1;         0;         0;         1;         0;         0;         1;         0;          0
008744;TEXACO HAV EXTRA 10W40 LT.208 ;         42;         0;        42;        11;         0;         0;         1;         0;         0;         1;         0;          0
016045;SPARCO BATTERIA KK191         ;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
008731;TEXACO GEAR EP-C 80W90 LT.208 ;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
008999;TEXACO CETUS PAO 46 LT.208    ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
015104;ULTRAX BATTERIA 80 L4         ;          3;     3.078;         3;         1;        87;         0;         1;         0;         0;         1;         0;          0
009726;TEXACO MOTOR OIL 5W30 LT.1    ;         36;         0;        36;         1;         0;         0;         1;         0;         0;         1;         0;          0
011936;TEXACO BROCH PROD RISP CARBURA;         92;         0;        80;         1;         0;         0;         1;         0;         0;         1;         0;         12
009075;TEXACO S.TRACTOR 10W30 LT.20  ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
009947;CEPSA AVANT 10W40 SYNT LT.208 ;         26;         0;        26;         7;         0;         0;         1;         0;         0;         1;         0;          0
008355;CEPSA AURIGA TE 85 LT.5       ;          5;         0;         5;         7;         0;         0;         1;         0;         0;         1;         0;          0
002265;TEXACO HAV ULTRA S 5W40 LT.208;         17;         0;        17;         5;         0;         0;         1;         0;         0;         1;         0;          0
009076;TEXACO HYDRAUL HDZ  32 LT.1000;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
016176;TEXACO CAPELLA PREMI 68 LT.20 ;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
015879;TEXACO MER SYNLUB WS 150 LT208;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008772;TEXACO HAV ULTRA S 5W40 LT. 5 ;         13;         0;        13;         1;         0;         0;         1;         0;         0;         1;         0;          0
008898;TEXACO RANDO HD  22 LT.208    ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008730;TEXACO GEAR EP-C 80W90 LT.20  ;         15;         0;        15;         1;         0;         0;         1;         0;         0;         1;         0;          0
008751;TEXACO MEROPA  150 LT. 208    ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008871;TEXACO MEROPA  680 LT. 208    ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
010109;TEXACO URSA HEV DU 40 LT,208  ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
016161;TAMOIL 100% SINT 5W30 B-D LT.5;          6;         0;         0;         1;         0;         0;         1;         0;         6;         1;         0;          0
010107;TEXACO URSA HEV DU 30 LT.208  ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008775;TEXACO HAV XLC 50/50 LT. 1    ;         15;         0;        15;         1;         0;         0;         1;         0;         0;         1;         0;          0
005843;CEPSA AVANT 15W40 LT.5        ;         18;         0;        18;         1;         0;         0;         1;         0;         0;         1;         0;          0
008725;TEXACO HAV XLC CONCENT LT. 20 ;         10;         0;        10;         1;         0;         0;         1;         0;         0;         1;         0;          0
011937;TEXACO DEPL HI TECHRON DIESEL ;         42;         0;        42;         1;         0;         0;         1;         0;         0;         1;         0;          0
009520;TEXACO TUTA HAVOLINE TG L     ;          2;         0;         2;         1;         0;         0;         1;         0;         0;         1;         0;          0
014651;TEXACO HAV PRODS V 5W30 LT.208;          6;         0;         6;         2;         0;         0;         1;         0;         0;         1;         0;          0
009174;CEPSA MOTO 4T HMEOC 10W30 LT.1;          6;         0;         6;         1;         0;         0;         1;         0;         0;         1;         0;          0
016157;CARTONE ANONIMO 180X125X160   ;          6;         0;         0;         1;         0;         0;         1;         0;         6;         1;         0;          0
009506;TEXACO FOGLIO INTERNO         ;         34;         0;        34;         1;         0;         0;         1;         0;         0;         1;         0;          0
014627;TEXACO HAV EXTRA 15W40 LT.5   ;          5;         0;         5;         1;         0;         0;         1;         0;         0;         1;         0;          0
014655;TEXACO HAV PRODS M 5W30 LT.208;          3;         0;         3;         1;         0;         0;         1;         0;         0;         1;         0;          0
008954;TEXACO HAV ULTRA 5W40 LT.20   ;          3;         0;         3;         1;         0;         0;         1;         0;         0;         1;         0;          0
009412;TEXACO TEXAMATIC 4291 LT.20   ;          4;         0;         4;         1;         0;         0;         1;         0;         0;         1;         0;          0
009504;TEXACO BANNER HAVOLINE        ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
014659;TEXACO HAV PRODS P 0W30 LT.208;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
014645;TEXACO HAV ENERGY 0W30 LT.4   ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
016144;BULK SLIDEWAY 220 KG.850      ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008740;TEXACO HAV ENERGY 5W30 LT208  ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
008802;TEXACO TEXAMATIC 7045E LT.208 ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
011938;TEXACO DEPL HI TECHRON PETROL ;         42;         0;        42;         1;         0;         0;         1;         0;         0;         1;         0;          0
008776;TEXACO HAV XLC 50/50 LT. 210  ;          1;         0;         1;         1;         0;         0;         1;         0;         0;         1;         0;          0
009507;TEXACO GUIDA PRODOTTO HAVOLINE;          3;         0;         3;         1;         0;         0;         1;         0;         0;         1;         0;          0
008939;TEXACO WHITE PHARM 240 LT.208 ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008996;TEXACO URSA XLE 5W30 LT.5     ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008990;TEXACO URSA X 10W40 LT.208    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008829;TEXACO URSA TD 15W40 LT. 60   ;          0;        28;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008986;TEXACO URSA LE 15W40 LT.60    ;          0;         3;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
006291;TEXACO URSA HEV DU 30 LT.20   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009521;TEXACO TUTA HAVOLINE TG M     ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009413;TEXACO TEXATHERM HT 22 LT.20  ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008804;TEXACO TEXAMATIC 9330 LT.208  ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
011543;TEXACO TECHRON HD LT.1000     ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008906;TEXACO RANDO HDZ  22 LT.208   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009403;TEXACO RANDO HD LVZ 68 LT.208 ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008894;TEXACO RANDO HD 100 LT.208    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008758;TEXACO RANDO HD  32 LT. 208   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008887;TEXACO OMNIS 150 LT.208       ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008787;TEXACO MULTIG MTF HD LT.208   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008783;TEXACO MULTIG 80W90 LT.208    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008884;TEXACO MULTIFAK EP 2 KG. 18   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008882;TEXACO MULTIFAK EP 1 KG.180   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008757;TEXACO MULTIFAK 264  KG.18    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
014426;TEXACO MEROPA SYN EP 460 LT208;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008864;TEXACO MEROPA  100 LT.1000    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008928;TEXACO HYDRAUL AW 32 LT.208   ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
009956;TEXACO HAV ULTRA R 5W30 LT. 5 ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008748;TEXACO HAV MULTI-V ATF LT.208 ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
014641;TEXACO HAV ENERGY 0W20 LT.208 ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008849;TEXACO GREASE LTS 1 KG.180    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
008737;TEXACO GEOTEX LA 40 LT.208    ;          0;         0;         0;         1;         0;         0;         1;         0;         0;         1;         0;          0
