927;234575,73;
1215;660000,00;
1570;46046,11;
2482;8426,32;
2870;1485,40;
4730;6163,67;
5006;1249,38;
5016;2139,93;
5120;1171,73;
5297;7279,31;
6231;9717,50;
6292;1956,68;
6303;5378,74;
6494;3252,65;
6716;7600,63;
6782;10750,17;
7545;16099,52;
7816;699,01;
8029;1393,91;
8421;1080,19;
8642;10376,72;
8762;3002,27;
8769;4628,32;
8794;1370,30;
8795;3464,31;
8817;35134,90;
8842;2024,76;
8947;4439,63;
9186;431,88;
9256;1519,36;
9496;1060,16;
9594;2930,99;
9612;1010,32;
9855;1719,69;
9888;4900,00;
9901;2254,43;
10288;1259,53;
10425;14364,35;
10481;4141,59;
10611;8589,15;
10679;16777,44;
10760;1728,86;
10814;1573,80;
10880;4024,33;
10958;1171,68;
11035;5890,10;
11089;1676,28;
11156;1853,47;
11220;1547,57;
11271;2467,33;
11291;9129,17;
11303;2320,93;
11310;3592,88;
11382;4023,36;
11404;6372,80;
11464;2753,75;
11493;5847,70;
11530;1122,53;
11543;1777,37;
11749;2754,08;
11752;2939,51;
11771;6935,10;
11795;786,17;
11810;5984,60;
11838;5196,21;
11894;2771,67;
11912;1319,36;
11955;759,01;
11998;2730,78;
12023;15000,00;
12055;1265,26;
12119;1746,47;
12275;1499,27;
12285;1447,43;
12292;58535,03;
12307;5869,48;
12308;2933,10;
12349;6103,42;
12354;4098,03;
12367;12137,43;
12372;5170,16;
12375;3376,93;
12438;1351,08;
12508;4666,14;
12536;4157,86;
12562;9923,70;
12576;1195,38;
12577;8830,57;
12588;276,09;
12599;3297,05;
12631;6705,52;
12655;773,09;
12678;3127,08;
12679;3487,61;
12695;13154,96;
12709;1457,90;
12775;3006,20;
12786;16407,91;
12800;25331,83;
12815;6528,78;
12869;857,37;
12870;9004,38;
12878;778,84;
12937;1626,50;
13006;608,54;
13023;1842,20;
13030;1831,92;
