2022;00025889;BRICOFER GROUP SPA                                                                                  ;VIA EPITAFFIO  Km 1                                                                                 ;04100;LATINA                                                                                              ;LT;
2022;00025890;BRICOFER GROUP SPA                                                                                  ;VIALE MAGNA GRECIA, 57/B                                                                            ;88100;CATANZARO                                                                                           ;CZ;
2022;00025891;BRICOFER GROUP SPA                                                                                  ;VIA DELLE INDUSTRIE                                                                                 ;06038;SPELLO                                                                                              ;PG;
2022;00025892;BRICOFER GROUP SPA                                                                                  ;VIA F. FROIO SS 106                                                                                 ;88060;DAVOLI                                                                                              ;CZ;
2022;00025893;BRICOFER GROUP SPA                                                                                  ;VIA SANDRO PERTINI, SNC                                                                             ;97015;MODICA                                                                                              ;RG;
2022;00025894;BRICOFER GROUP SPA                                                                                  ;LOCALITA' LILLAZ, 4                                                                                 ;11020;QUART                                                                                               ;AO;
2022;00025895;BRICOFER GROUP SPA                                                                                  ;VIA PINEROLO, 15                                                                                    ;10060;OSASCO                                                                                              ;TO;
2022;00025896;BRICOFER GROUP SPA                                                                                  ;VIA MELLONERA, 24/28                                                                                ;12038;SAVIGLIANO                                                                                          ;CN;
2022;00025897;CENTRO RICAMBI SRL                                                                                  ;VIA DOSSO DOSSI 12                                                                                  ;44034;COPPARO                                                                                             ;FE;
2022;00025900;CREAZZO LUBRIFICANTI SNC DI SEMPREVIVO M                                                            ;VIA RIO 22                                                                                          ;36077;ALTAVILLA VICENTINA                                                                                 ;VI;
2022;00025901;EUROBRICO SPA                                                                                       ;VIA S. CATERINA 84                                                                                  ;38062;ARCO                                                                                                ;TN;
2022;00025902;EUROBRICO SPA                                                                                       ;VIA GIOVANNI PAOLO II 20 -V. ZAPPALON 38                                                            ;36022;CASSOLA                                                                                             ;VI;
2022;00025903;EUROBRICO SPA                                                                                       ;VIA TRENTO 172-174                                                                                  ;38023;CLES                                                                                                ;TN;
2022;00025904;EUROBRICO SPA                                                                                       ;VIA DELL'INDUSTRIA 28                                                                               ;31015;CONEGLIANO                                                                                          ;TV;
2022;00025905;EUROBRICO SPA                                                                                       ;VIALE DELL'INDUSTRIA 2                                                                              ;35026;CONSELVE                                                                                            ;PD;
2022;00025906;EUROBRICO SPA                                                                                       ;VIA SCHIAVONESCA PRIULA 81                                                                          ;31044;MONTEBELLUNA                                                                                        ;TV;
2022;00025907;EUROBRICO SPA                                                                                       ;VIA MANGIAROTTI, 2                                                                                  ;32014;PONTE NELLE ALPI                                                                                    ;BL;
2022;00025908;EUROBRICO SPA                                                                                       ;VIA DEL GARDA 1 - C/O C.C. MILLENIUM                                                                ;38068;ROVERETO                                                                                            ;TN;
2022;00025909;EUROBRICO SPA                                                                                       ;VIA DESMAN 1 - C/O C.C. LE CENTURIE                                                                 ;35010;S. GIORGIO DELLE PERTICHE                                                                           ;PD;
2022;00025911;EUROBRICO SPA                                                                                       ;VIA LEOPOLDO PERGHER 13                                                                             ;38121;TRENTO                                                                                              ;TN;
2022;00025912;EUROBRICO SPA                                                                                       ;VIA GIUSTI 40                                                                                       ;38122;TRENTO                                                                                              ;TN;
2022;00025914;FRARE DI PAGNOTTA LANFRANCO E C. S.A.S.                                                             ;VIA LIVORNESE 206                                                                                   ;50053;EMPOLI                                                                                              ;FI;
2022;00025916;GS CAR SRL                                                                                          ;VIA EUCLIDE 10                                                                                      ;05100;TERNI                                                                                               ;TR;
2022;00025918;L'OLIMPICA DI FEDERICI FABIO&C. SNC                                                                 ;VIA FLAMINIA 308                                                                                    ;00196;ROMA                                                                                                ;RM;
2022;00025919;LA PREALPINA - RON & FIGLI SOC.PER AZ.                                                              ;VIA DEGLI ALPINI SN                                                                                 ;10034;CHIVASSO                                                                                            ;TO;
2022;00025923;NUOVA STAA POMPE SRL                                                                                ;ZONA ASI SN - VIA DELLA CHIMICA                                                                     ;72015;FASANO                                                                                              ;BR;
2022;00025925;PIEFFE OIL SRL                                                                                      ;VIA G. CACCIAMALI 58                                                                                ;25125;BRESCIA                                                                                             ;BS;
2022;00025927;R.S. AUTORICAMBI DI ROBERTO SAINAS                                                                  ;VIA CAGLIARI - S.S. 196 KM 1                                                                        ;09038;SERRAMANNA                                                                                          ;CA;
2022;00025928;RICAMBI AUTO DI CAVALIERE DI CAVALIERE G                                                            ;VIA CAROVIGNO 11                                                                                    ;72019;SAN VITO DEI NORMANNI                                                                               ;BR;
2022;00025929;RICAMBI SCHIESARO PIETRO DI PAOLO S.& C.                                                            ;CORSO RISORGIMENTO 94                                                                               ;45014;PORTO VIRO                                                                                          ;RO;
2022;00025930;ROZZO MASSIMILIANO                                                                                  ;VIA G.D. PARACCIANI, 28/30                                                                          ;00167;ROMA                                                                                                ;RM;
2022;00025931;SOCIETA' COOP. GIUSEPPE TONIOLO CONSCIO                                                             ;VIA PESCHIERE 38                                                                                    ;31032;CONSCIO DI CASALE SUL SILE                                                                          ;TV;
2022;00025932;TAGLIANDODIRETTO.IT SRL                                                                             ;STRADA PROVINCIALE BELLINGERA 50                                                                    ;27100;PAVIA                                                                                               ;PV;
2022;00025933;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025934;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025935;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025936;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025937;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025938;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025939;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025940;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025942;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025943;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025944;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00025945;TRAMONTANA VINCENZO & C. SAS                                                                        ;VIA ROMA 38                                                                                         ;89018;VILLA SAN GIOVANNI                                                                                  ;RC;
2022;00026291;MINIMAX SRL                                                                                         ;EX S.S. 131 KM 10,5                                                                                 ;09028;SESTU                                                                                               ;CA;
2022;00026298;ALBRI SRL                                                                                           ;VIA IV NOVEMBRE, 48                                                                                 ;89851;SAN COSTANTINO CALABRO                                                                              ;VV;
2022;00026299;BRICOFER GROUP SPA                                                                                  ;VIA DEI CASTELLI ROMANI 22                                                                          ;00040;POMEZIA                                                                                             ;RM;
2022;00026300;COIR SRL                                                                                            ;VIA COLLODI 10/12                                                                                   ;95024;ACIREALE                                                                                            ;CT;
2022;00026301;DUEASERVICE SNC                                                                                     ;VIA CAMOZZINI 77 - A/R                                                                              ;16158;GENOVA                                                                                              ;GE;
2022;00026302;EUROBRICO SPA                                                                                       ;VIA SCHIAVONESCA PRIULA 81                                                                          ;31044;MONTEBELLUNA                                                                                        ;TV;
2022;00026303;EUROBRICO SPA                                                                                       ;VIA AL LAGO 11/C                                                                                    ;38057;PERGINE VALSUGANA                                                                                   ;TN;
2022;00026304;EUROBRICO SPA                                                                                       ;VIA AL LAGO 11/C                                                                                    ;38057;PERGINE VALSUGANA                                                                                   ;TN;
2022;00026305;EUROBRICO SPA                                                                                       ;VIA DEL GARDA 1 - C/O C.C. MILLENIUM                                                                ;38068;ROVERETO                                                                                            ;TN;
2022;00026306;EUROBRICO SPA                                                                                       ;LOC. BASSO ARNO 1                                                                                   ;38079;TIONE DI TRENTO                                                                                     ;TN;
2022;00026307;F.LLI CONCONE SAS                                                                                   ;VIA PRINCIPESSA ELENA 5                                                                             ;90047;PARTINICO                                                                                           ;PA;
2022;00026308;GLOBAL INGROSS SPA                                                                                  ;VIA CARRARETTO 3                                                                                    ;30033;PIANIGA                                                                                             ;VE;
2022;00026309;LAMEZIA RICAMBI SRL                                                                                 ;VIA DEL PROGRESSO 103                                                                               ;88046;LAMEZIA TERME                                                                                       ;CZ;
2022;00026310;LDL SRLS                                                                                            ;VIA DANTE GABRIELE ROSSETTI, 23                                                                     ;66040;ALTINO                                                                                              ;CH;
2022;00026311;MARIO DELLA BOTTE                                                                                   ;VIA DELLE FORNACI 8                                                                                 ;06053;RIPABIANCA DE RUTA                                                                                  ;PG;
2022;00026312;NOLA FERRAMENTA SRL                                                                                 ;V.LE DUCA F.SCO SERRA DI CASSANO - Z.ART                                                            ;00034;COLLEFERRO                                                                                          ;RM;
2022;00026313;P.A.D. SRL                                                                                          ;VIA AMENDOLA 264                                                                                    ;66020;SAN GIOVANNI TEATINO                                                                                ;CH;
2022;00026314;R.S. AUTORICAMBI DI ROBERTO SAINAS                                                                  ;VIA CAGLIARI - S.S. 196 KM 1                                                                        ;09038;SERRAMANNA                                                                                          ;CA;
2022;00026315;SISTEMA COMMERCIALE SRL                                                                             ;VIA ALDO MORO 85                                                                                    ;73048;NARDO'                                                                                              ;LE;
2022;00026316;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00026317;TEKSYSTEM SNC DI G.CASANO E P.CUCCHIARA                                                             ;C.DA AMABILINA 543/B                                                                                ;91025;MARSALA                                                                                             ;TP;
2022;00026318;VIKIMAR SRL                                                                                         ;VIA CAFARI 38                                                                                       ;89131;ARANGEA                                                                                             ;RC;
2022;00026319;W.A.G. CAR SERVICE SRL                                                                              ;VIA PRIVATA MULINO 19                                                                               ;20090;BUCCINASCO                                                                                          ;MI;
2022;00026320;SISTEMA COMMERCIALE SRL                                                                             ;VIA ALDO MORO 85                                                                                    ;73048;NARDO'                                                                                              ;LE;
0000;00000000;                                                                                                    ;                                                                                                    ;     ;                                                                                                    ;  ;
