2022;00014572;FRAU SRLS                                                                                           ;VIA DE GASPERI 32D                                                                                  ;07041;ALGHERO                                                                                             ;SS;
2022;00014677;TAGLIANDODIRETTO.IT SRL                                                                             ;STRADA PROVINCIALE BELLINGERA 50                                                                    ;27100;PAVIA                                                                                               ;PV;
2022;00014772;TAGLIANDODIRETTO.IT SRL                                                                             ;VIA ANTONIO BANFI 5                                                                                 ;20122;MILANO                                                                                              ;MI;
2022;00015106;IL MONDO DEM SRL                                                                                    ;VIA F.LLI KENNEDY 19                                                                                ;21040;VENEGONO INFERIORE                                                                                  ;VA;
2022;00015120;ALBRI SRL                                                                                           ;S.S. PER GENOVA 15/A/1                                                                              ;15057;TORTONA                                                                                             ;AL;
2022;00015126;ALBRI SRL                                                                                           ;VIA L. DA VINCI, 313                                                                                ;90145;PALERMO                                                                                             ;PA;
2022;00015127;ALBRI SRL                                                                                           ;VIA TAGGIA, 38/D                                                                                    ;10134;TORINO                                                                                              ;TO;
2022;00015128;ALBRI SRL                                                                                           ;STRADA DEI MERCATI, 14                                                                              ;43126;PARMA                                                                                               ;PR;
2022;00015129;ALBRI SRL                                                                                           ;VIA LOUIS PASTEUR 4                                                                                 ;40017;SAN GIOVANNI IN PERSICETO                                                                           ;BO;
2022;00015133;ALBRI SRL                                                                                           ;VIA APPIA ANTICA, LOC. LENZE                                                                        ;81020;CASAPULLA                                                                                           ;CE;
2022;00015135;ALBRI SRL                                                                                           ;VIA VIGENTINA 9/11                                                                                  ;27100;PAVIA                                                                                               ;PV;
2022;00015145;AZETA RICAMBI SRL                                                                                   ;VIA NINO BIXIO,14                                                                                   ;44042;CENTO                                                                                               ;FE;
2022;00015148;CENTRO RIPARAZIONI SAS DI CONTARTESE N.                                                             ;ZONA INDUSTRIALE                                                                                    ;89900;PORTO SALVO                                                                                         ;VV;
2022;00015151;CREAZZO LUBRIFICANTI SNC DI SEMPREVIVO M                                                            ;LOC. BOSCHEDEL 13                                                                                   ;32043;CORTINA D'AMPEZZO                                                                                   ;BL;
2022;00015153;CREAZZO LUBRIFICANTI SNC DI SEMPREVIVO M                                                            ;VIA VITTIME CIVILI DI GUERRA 6                                                                      ;48018;FAENZA                                                                                              ;RA;
2022;00015156;DAZIANO LUBRIFICANTI S.r.l.                                                                         ;VIA SOMALIA 108/132                                                                                 ;10127;TORINO                                                                                              ;TO;
2022;00015157;EMPORIO DELL'AUTO ANGERO DI ANGERO G & C                                                            ;VIALE TRIESTE 72 - ZONA INDUSTRIALE                                                                 ;37047;SAN BONIFACIO                                                                                       ;VR;
2022;00015158;EMPORIO DELL'AUTO S.R.L.                                                                            ;VIALE VITTORIO VENETO 88/90                                                                         ;47122;FORLI'                                                                                              ;FC;
2022;00015159;F.LLI GIBERTINI FU GINO SPA                                                                         ;VIA CANALETTO 301                                                                                   ;41122;MODENA                                                                                              ;MO;
2022;00015163;G.E.SNC DI EVANGELISTA UMBERTO F. & P.                                                              ;VIA MURRI 1/3                                                                                       ;48124;RAVENNA                                                                                             ;RA;
2022;00015165;GLOBAL INGROSS SPA                                                                                  ;VIA CARRARETTO 3                                                                                    ;30033;PIANIGA                                                                                             ;VE;
2022;00015166;ITALTECNICA SRL                                                                                     ;VIA CALVECCHIA 9                                                                                    ;30027;SAN DONA DI PIAVE                                                                                   ;VE;
2022;00015168;LEVA SRL                                                                                            ;VIA SORAGANA ,12                                                                                    ;21019;SOMMA LOMBARDO                                                                                      ;VA;
2022;00015170;LUBRITALIA SPA                                                                                      ;C.DA SAN MARCO DEI LUPINI                                                                           ;74019;PALAGIANO                                                                                           ;TA;
2022;00015172;MAINOIL SRL                                                                                         ;VIA DELLE TECNOLOGIE ,26                                                                            ;37051;BOVOLONE                                                                                            ;VR;
2022;00015173;MAINOIL SRL                                                                                         ;VIA COLOMBARA, 125/P                                                                                ;30175;VENEZIA                                                                                             ;VE;
